"292","Frascati","kommun/socken","Italien","Lazio","","Frascati","","","","201;202;203;205;206;207;208","4653;4714;4723;4727;4811;4808;4812;4814;4817;4828;4859;4875;4877;4886;4882;4945",""
"296","Genua","stad","Italien","Ligurien","","Genua","","","Italienska: Genova.","35419;35628","12229;12287;12313;12315;12314;12322;12325;12327;12328;12329;12330;12331;12332;12333;12340;12341;12343;12355;12356;12358;12360",""
"298","Granada","stad","Spanien","Andalusien","Granada","Granada","","","","16713","4902;5117;5285;5465",""
"299","Granbäck","egendom","Sverige","Västergötland","","","","","","7;8;9;10;12;13;14;15;17","2096;2113;2115;2118;2120;2125;2126;16166;2134;2144;2151;16173;2165;2192;16179;2226;2262;2303;2257;2085",""
"300","Gripsholm","borg","Sverige","Södermanland","","Strängnäs","","","","19;21","2147;2159;2170;2205;2232;2273;2275;16175;2176;2206;2258;2279;2303;2305;2311;16187;2318;2319;2320;2326;2330;2334;2341;2352;2355;2346;2347",""
"301","Göteborg","stad","Sverige","Västergötland","","Göteborg","","","","216;217;35363","2266;12734;12762;11179;11181;11140;11148;11149;11150;11157;11147;11153;14086;3127;4965;4974;17364;17366;4989;4992;17370;5006;5009;5033;5098;17768;17797;17829;17854;17861;17890;17914;17922;17931;17947;17953;5676;5010;5011;5013;5018;5020",""
"302","Haarlem","stad","Holland","","","Haarlem","","","","35616","3846;16937",""
"303","Jönköping","stad","Sverige","Småland","","Jönköping","","","","215","2094;2106;2136;2138;2187;2227;2259;2276;11136;11182;2090;2113;2118;16164;16163;2131;2119;2132;2134;2151;2166;2165;2219;2222;2228;2253;2290;2292;2297;2309;2122;4935;4964;4965;4974;17365;4987;4996;4998;17370;5273;5337;6045",""
"304","Lund","stad","Sverige","Skåne","","Lund","","","","16","2164;2282;2291;2292;2295;2296;2299;16191;3882;4077;17824;17869;17909;17946;18008;18009",""
"305","Lübeck","stad","Tyskland","Schleswig-Holstein","","Lübeck","","","","281","3113;3463;3846;11699;16028;16029;12393;12442;12831;13732;13859;2368;2382;2383;2384;16193;16197;2387;2388;2400;3393;4171;4193;17158;4318;4421;4435;17272;4460;4469;17280;4514;4846;4868;4921;4935;4944;4931;5676;5958;5991;6015;6051;6063;6066;6012",""
"306","Madrid","stad","Spanien","","","Madrid","","","","16710;16711;16722;16723","13367;3267;3341;5117;5818",""
"307","Montbéliard","kommun/socken","Frankrike","","","Montbéliard","","","","35521;35522;35523;35558;35559","13514;13532;13639;14241;14264",""
"308","Monte Carlo","förvaltningsområde","Monaco","","","","","","","35417;35418;35420","12229;12239;12275;12276;12278;12279;12280;12282;12291;12294;12300;12303;12304;12305;12309;12313;12301;12325;12340;12350;12367;12360;12361;13318;13323;13324;13325",""
"309","Neitsytniemi","okategoriserat","","Karelen","","","","","","35489","",""
"310","Nice","stad","Frankrike","","","Nice","","","Italienska: Nizza.","35413;35414;35415;35416","12059;12065;12112;12113;12158;12168;12178;12195;12215;12219;12220;12221;12224;12225;12238;12245;12243;12244;12260;12279;12294;12303;12392;12293;13209;13210;13265;13286;13317;13318;13319;13931;13961;3283;3289;3350;3795;3798;3869;3878",""
"311","Norrtälje","stad","Sverige","Uppland","","Norrtälje","","","","5","2061;2062",""
"314","Rom","stad","Italien","Lazio","","Rom","","","","163;164;165;166;167;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;169;170;171;172;173;174;176;177","833;834;835;836;837;838;839;840;833;840;3411;3658;12262;12497;12558;2637;2873;2925;3341;3350;3372;3493;3545;3626;3683;3842;4045;4222;4298;4310;4318;4345;4370;4371;4417;4430;4061;4092;4124;4362;4369;4398;4492;4491;4499;4510;17310;4529;4534;17311;4541;4547;4548;4553;17314;4595;17322;4606;4612;4629;4633;4639;4655;4662;4673;4683;4701;4713;4727;4728;4730;4739;4746;4747;4754;4773;4774;4775;4792;4801;4815;4817;4819;4823;4834;4836;4837;4840;4845;4848;4865;4871;17358;4879;4909;4913;4925;4928;4930;4933;4942;4951;4771;4818;4969;5003;5026;5043;5051;5058;5237;5345;5344;5346;5476;5558;5559;5599;17418;17731;17874;5724;5785;6059;5489;2850",""
"315","Saaris","okategoriserat","","","","","","","","35526","2079",""
"317","Sevilla","stad","Spanien","","","Sevilla","","","","16715;16716;16717","3834;5117",""
"318","Tallinn","stad","Estland","Harju län","","Tallinn","","","","22","2365;2367;2371;2372;2374;2375;2379;17413;18012",""
"319","Toledo","stad","Spanien","Kastilien-La Mancha","","Toledo","","","","16718;16719;16720;16721","5041;5117",""
"320","Trieste","stad","Italien","Friuli-Venezia Giulia","","Trieste","","","","161","17279;4478;4481;17304;17306;5732",""
"322","Warszawa","stad","Polen","Masovien","","Warszawa","","","","35869","17279;17293;17302;4518;4520",""
"323","Venedig","stad","Italien","Veneto","","Venedig","","","Italienska: Venezia.","162","11743;11750;12332;13041;16164;3795;4068;4074;4175;4259;4318;4523;4478;17304;17306;4484;4489;4492;4491;4499;17308;17309;4502;4541;17314;4557;4662;5525;5732",""
"324","Vilnius","stad","Litauen","","","Vilnius","","","Andra former: Vilna, Vilnia, Wilno","365;35760","17278;17279;17301;17302",""
"325","Vordingborg","stad","Danmark","Region Sjælland","Vordingborg","Vordingborg","","","","212","",""
"327","Århus","stad","Danmark","Region Midtjylland","Århus","Århus","","","","218","5021;5033;17858;17985;17986",""
"328","Östersjön","vattenmassa","","","","","","","","23","11380;12393;2371;4944;5768;6018",""
"340","Fredrikshamn","stad","Finland","Kymmenedalen","Fredrikshamn","Fredrikshamn","","","fi. Hamina","","1985",""
"343","Borgbacken","borg","Finland","Östra Nyland","Borgå","Borgå","","","","","2000;3975",""
"344","Ekenäs","stad","Finland","Nyland","Ekenäs","Raseborg","59,97460","23,4358","","","2007;2077;2084;2006;2078;2595;17417;17428;17454;17503;17532;17561;17635;17651;17728",""
"345","Dalarna","förvaltningsområde","Sverige","Dalarna","","","","","","","2009",""
"346","Dragsfjärd","kommun/socken","Finland","Egentliga Finland","Dragsfjärd","Kimitoön","60,02033","22,5050","","","2010;16149;17530",""
"347","Kimito","kommun/socken","Finland","Egentliga Finland","Kimito","Kimitoön","60,16775","22,7395","","","2013;2014;2018;2028;16152;17586;17620",""
"349","Västanfjärd","kommun/socken","Finland","Egentliga Finland","Västanfjärd","Kimitoön","60,04995","22,6667","","","2016;17623",""
"351","Degerby","tätort/by","Finland","Åland","Föglö","Föglö","","","","","2019;2025;16158;16151;6084",""
"352","Mariehamn","stad","Finland","Åland","Mariehamn","Mariehamn","","","","","2019;2025;2051;17456;17475;17505;17632;17882",""
"353","Pargas","kommun/socken","Finland","Egentliga Finland","Pargas","Pargas stad","60,30667","22,3010","","","2023;2034;2035;2042;2040;17478;17490;17493;17527;17584;17627;17656",""
"354","Lemland","kommun/socken","Finland","Åland","Lemland","Lemland","","","","","2024;2053",""
"355","Storvik","egendom","Finland","","","","","","","","2029",""
"356","Sagu","kommun/socken","Finland","Egentliga Finland","Sagu","Sagu","","","","","2031;2033",""
"357","Qvidja","egendom","Finland","Egentliga Finland","Pargas","Pargas stad","","","","","2034;2036;2039",""
"358","Rövarnäs","egendom","Finland","Egentliga Finland","Pargas","Pargas stad","","","","","2034",""
"359","Karuna","kommun/socken","Finland","Egentliga Finland","Karuna","Sagu","60,27234","22,5430","Införlivades med Sagu och Kimito.","","2037",""
"360","Lofsdal gård","egendom","Finland","Egentliga Finland","","","","","","","2038",""
"361","Kapellstrand","egendom","Finland","Egentliga Finland","Pargas","Pargas stad","","","","","2038",""
"362","Kakskerta","kommun/socken","Finland","Egentliga Finland","Kakskerta","Åbo","60,3589","22,2239","","","2043",""
"363","Rövarholmen","ö/halvö/udde","Finland","Egentliga Finland","S:t Karins","S:t Karins","","","","","2043",""
"364","Runsala","stadsdel","Finland","Egentliga Finland","Åbo","Åbo","","","","","2045;2046",""
"366","Grisslehamn","tätort/by","Sverige","Uppland","","Norrtälje","","","","","2060",""
"367","Nationalmuseum","offentliga rum","Sverige","Uppland","","Stockholm","","","Stockholm","","2066;2087;2088;16161;2335;3414;6064",""
"368","Stockholms slott","borg","Sverige","Uppland","","Stockholm","","","","","2067;2062;2357",""
"369","Riddarholmskyrkan","offentliga rum","Sverige","Uppland","","Stockholm","","","","","2067;2093;2097",""
"370","Hasselbacken","offentliga rum","Sverige","Uppland","","Stockholm","","","Restaurang.","","2070;2087;2088;4876",""
"371","Skuru","tätort/by","Finland","Nyland","Pojo","Raseborg","","","","","2078",""
"372","Fiskars","tätort/by","Finland","Nyland","Pojo","Raseborg","","","","","2078;2079",""
"373","Lindö","egendom","Finland","Nyland","","","","","","","2079",""
"374","Söder","stadsdel","Sverige","Uppland","","Stockholm","","","","","2087;16154",""
"375","Mosebacke","offentliga platser","Sverige","Uppland","","Stockholm","","","","","2087;16154",""
"377","Södertälje","tätort/by","Sverige","Södermanland","","Södertälje","","","","","2098;2101;2274;16156;2090;2103;2104;2304;2316;17925;18026",""
"378","Forsvik bruk","egendom","Sverige","","","","","","","","2098",""
"379","Skövde","tätort/by","Sverige","Västergötland","","Skövde","","","","","2105",""
"380","Vättern","vattenmassa","Sverige","","","","","","","","2113;2095;2118;2124;16164;2132;2179;2189;2202;2227;2229;2268",""
"381","Ryhof","egendom","Sverige","Småland","","","","","","","2132;2202;2218;2262;2131;2151;16183",""
"382","Björneberg","egendom","Sverige","Småland","","Jönköping","","","","","2137;2239",""
"383","Torpa","egendom","Sverige","Småland","","","","","","","2151;2152;2222;2132;2194;2199;4978",""
"384","Eriksberg","egendom","Sverige","Småland","","","","","","","2163",""
"385","Taberg","","","","","","","","","","2168",""
"388","Haxalö","ö/halvö/udde","Finland","Östra Nyland","Borgå landskommun","Borgå","","","","","2177;16888",""
"389","Marstrand","tätort/by","Sverige","Västergötland","","","","","","","2185;2196;2197;2255",""
"390","Visingsö","ö/halvö/udde","Sverige","Småland","","","","","","","2192;2220;2118;2149;16177;2221;2225",""
"391","Axamo","egendom","Sverige","Småland","","","","","","","2194;2199",""
"392","Falun","stad","Sverige","Dalarna","","Falun","","","","","2204",""
"393","Visingsborg","borg","Sverige","Småland","","","","","","","2225",""
"394","Skurö","egendom","Sverige","Småland","","","","","","","2230;2274",""
"395","Uppsala","stad","Sverige","Uppland","","Uppsala","","","","","2232;2273;12650;2132;2159;2264;2265;2276;2337;2341;4217;4235;4246;4248;4261;17761;17762;17785;17904;17923;17929;17960;17981",""
"396","Gränna","tätort/by","Sverige","Småland","","","","","","","2236;2149;2221;2225",""
"397","Haraldsbo","egendom","Sverige","Småland","","","","","kallades senare Wilhelmsro","","2238;2133;2134;2191",""
"398","Esbo gård","egendom","Finland","","","","","","","","2238",""
"399","Karlberg","offentliga rum","Sverige","Uppland","Stockholm","","","","militärhögskola","","2254;4983",""
"400","Växjö","tätort/by","Sverige","Småland","","Växjö","","","","","2266",""
"401","Schelde","vattenmassa","Belgien","","","","","","","","2861;2630;16220;2655;16265;2906;16286;4924",""
"402","Louvren","offentliga rum","Frankrike","","","Paris","","","konstmuseum i Paris","","2867;3059;3103;3106;2953;3045;3048;3114;3126;3179;3223;3234;3254;3268;3309;16913;3341;3378;3389;3399;3414;3488;3505;3517;3533;3571;3577;3625;16927;3632;3637;3642;3681;3316;3747;3748;3811;3842;3844;3869;3965;3978;3995;4066;4122;4295;4418;5061;5062;5076;5186;5623;5635",""
"405","Brygge","stad","Belgien","","","Brügge","","","","","2982;3009;3025;2430;2521;2655;2672;2738;2838;2911;3028;3175",""
"406","Notre Dame","byggnad","Frankrike","","","Paris","","","kyrka i Paris","","3045;3094;3255;3328;3887;5664;5662",""
"407","Elsass-Lothringen","geografiskt område","Frankrike","","","","","","fr. Alsace-Lorraine, område som omväxlande hört till Tyskland och Frankrike","","3053;3059;3104;3266;3663;13472;14033;5258;5638;5873",""
"408","Saint-Cloud","kommun/socken","Frankrike","","","","","","förort till Paris","","3137;11362;3164;16670;3514;3520;3538;3945;3972;4162;4241;4447;3203;5286",""
"409","Meudon","kommun/socken","Frankrike","","","","","","förort till Paris","","3137;3184;4288;4447;4452;4453;3203;5983;5999",""
"411","Provence","geografiskt område","Frankrike","","","","","","","","3185;12374",""
"412","Düsseldorf","stad","Tyskland","Nordrhein-Westfalen","","","","","","","3186;2396;2397;16222;5008;17883;17948",""
"413","Bretagne","geografiskt område","Frankrike","","","","","","","","3232;3258;13744;2992;2994;4111;4189;5147;5354;5987",""
"415","Österbotten","förvaltningsområde","Finland","Österbotten","","","","","","","3296;11086;3495;17467",""
"416","Algeriet","land","Algeriet","","","","","","","","3350;13957",""
"418","Amsterdam","stad","Holland","","","","","","","","3629;3846;16024;16028;2463;3685;3728;16937;17281",""
"419","Haag","stad","Holland","","Haag","Haag","","","","","3629;3846;16024;16927;3685;16937;5749",""
"421","Spanien","land","Spanien","","","","","","","","3630;11309;15981;12377;3372;3795;4430;5030;5041;5117;5818",""
"422","Preussen","land","Tyskland","","","","","","","","3662;14036;3059;4609;5040",""
"424","New York","stad","USA","New York","","New York City","","","","","3922;12812;12594;2872;3654;3692;3901;17936;5749;6059",""
"425","Böhmen","geografiskt område","Tjeckien","Böhmen","","","","","","","3929;3795",""
"426","Asnières","kommun/socken","Frankrike","","","","","","förort till Paris","","3981;3187;3970",""
"427","Gravelle","borg","Frankrike","","","","","","skans med omgivning i Bois de Vincennes i Paris","","4099",""
"428","Joinville","tätort/by","Frankrike","","","","","","förort till Paris","","4099;4076;5861",""
"429","Konstantinopel","historisk plats","Turkiet","","","","41.005062","28.977332","tidigare namn på Istanbul","","4154;11204;12317;14069;14078;4032;4284",""
"430","Johannisberg","egendom","Finland","Nyland","Borgå landskommun","Borgå","","","Granngården till herrgården Kiala.","","4172;4187;4233;4249;4250;4252;4257;4272;4319;4422;4802",""
"431","Hindhår gård","egendom","Finland","Östra Nyland","Borgå landskommun","Borgå","","","","","4916;4948;4856;5900;5920;5968;18345;6006;6008;6020",""
"452","USA","land","USA","","","","","","äv. Förenta staterna, officiellt Amerikas förenta stater","","2465",""
"459","Philadelphia","stad","USA","Pennsylvania","","Philadelphia County","","","","","11492;2432;17369",""
"462","Norge","land","Norge","","","","","","","","2506;12014;12394;2086;2695;3267;4583;17748",""
"465","Grekland","land","Grekland","","","","","","","","2842;3267;3372;3493;4804;4826;5398;6082",""
"496","Cambridge","stad","England","","","","","","","","2798;3292",""
"497","Bourgogne","förvaltningsområde","Frankrike","Bourgogne","","","","","region i nordöstra Frankrike, söder om Champagne","","13239;3476;4388;5061",""
"509","Själland","ö/halvö/udde","Danmark","","","","","","","","2171;4629;4921",""
"510","Polen","land","Polen","","","","","","","","12973;4515;4516;5318;5988",""
"511","Kina","land","Kina","","","","","","","","11620;12973;4371",""
"524","Australien","land","Australien","","","","","","","","4655",""
"532","Österrike","land","Österrike","","","","","","","","14256;17992;5768;6058",""
"535","Vasa","stad","Finland","Österbotten","Vasa","Vasa","","","","","2925;17421;17437;17440;17443;17447;17460;17461;17463;17464;17470;17472;17482;17483;17485;17495;17497;17499;17511;17522;17523;17547;17549;17552;17565;17593;17616;17624;17631;17667;17686;17688;17690;17708;17726",""
"550","Boston","stad","USA","Massachusetts","","Boston","","","","","2501;17936",""
"563","Kalifornien","förvaltningsområde","USA","Kalifornien","","","","","","","14010",""
"569","Eckerö","kommun/socken","Finland","Åland","Eckerö","Eckerö","","","","","2058",""
"570","Jomala","kommun/socken","Finland","Åland","Jomala","Jomala","","","","","2052;2054;2053",""
"573","Geta","kommun/socken","Finland","Åland","Geta","Geta","","","","","2058",""
"574","Saltvik","kommun/socken","Finland","Åland","Saltvik","Saltvik","","","","","2058",""
"600","Gävle","stad","Sverige","Gästrikland","","Gävle","","","","","2061;17875",""
"637","Oravais","kommun/socken","Finland","Österbotten","Oravais","Vörå","63,30033","22,3763","","","3171;17531;17703;17719",""
"681","Jyväskylä","stad","Finland","Mellersta Finland","Jyväskylä","Jyväskylä","","","","","2343",""
"713","Nystad","stad","Finland","Egentliga Finland","Nystad","Nystad","","","","","2695",""
"742","Kuopio","stad","Finland","Norra Savolax","Kuopio","Kuopio","","","","","12524;13538",""
"761","Neapel","stad","Italien","Kampanien","","","","","","","3350;3561;4259;4318;4538;4552;4557;4639;4714;4718",""
"769","Zürich","stad","Schweiz","","","","","","","","16178;17746",""
"780","Uleåborg","stad","Finland","Norra Österbotten","Uleåborg","Uleåborg","","","","","12156;13538;17567;6086",""
"917","Siena","stad","Italien","Toscana","","","","","","","12346;4897",""
"1183","Västervik","tätort/by","Finland","Österbotten","Korsholm","Vasa","","","","","",""
"2004","Norrmalm","stadsdel","Sverige","Uppland","","Stockholm","","","","","2070",""
"2028","Bomarsund","historisk plats","Finland","Åland","Sund","Sund","60.212298","20.240040","rysk fästning på Åland som byggdes efter 1832 och som förstördes av brittiska styrkor 1854, i dag en ruin","","12810",""
"2063","Kajana","stad","Finland","Kajanaland","Kajana","Kajana","","","","","12156;13538",""
"2117","Småland","förvaltningsområde","Sverige","Småland","","","","","","","2182;2276",""
"2119","Asien","geografiskt område","","","","","","","Världsdel.","","14144;2466;17301;5718",""
"2126","Java","ö/halvö/udde","Indonesien","","","","","","","","2466",""
"2133","Norden","geografiskt område","","","","","","","Består av Sverige, Finland, Norge, Danmark och Island.","","12453;11580;13174;13540;13563;14008;2070;2500;2544;2851;3432;3457;3712;4263;4363;4412;4418;17340;4785;4853;4929;4926;4826;5377;5425;5648;5669;5729",""
"2474","Gumtäkt","stadsdel","Finland","Nyland","Helsingfors","Helsingfors","","","","","14267",""
"2480","Mejlans","stadsdel","Finland","Nyland","Helsingfors","Helsingfors","","","ort för växande villabebyggelse under 1880-talet, inkorporerades 1906 med Helsingfors stad","","14267",""
"2639","Basel","stad","Schweiz","","","","","","","","2378;4332;4937",""
"2641","Hannover","stad","Tyskland","Niedersachsen","Hannover","Hannover","","","","","16178;2375;2385;2387;2388;16198;2389;2390;2391;2393;2397;2467;2715;2994;4460;17279",""
"2738","Idensalmi","stad","Finland","Norra Savolax","Idensalmi","Idensalmi","","","fi. Iisalmi","","13538",""
"2803","Ruokolax","kommun/socken","Finland","Södra Karelen","Ruokolax","Ruokolax","","","fi. Ruokolahti","","13783;13780",""
"5302","Vuoksen","vattenmassa","Finland","Södra Karelen","Imatra","Imatra","","","en utloppsälv för Vuoksens insjösystem, rinner från sjön Saimen till Ladoga och bildar i sitt övre lopp flera stora forsar, bl.a. forsen i Imatra (som på 1920-talet tämjdes av ett vattenkraftverk) har varit en stor sevärdhet sedan 1700-talet","","13765",""
"5542","Slottsfjärden","vattenmassa","Finland","Egentliga Finland","Åbo","Åbo","","","fjärd vid Åbo","","2019;4958",""
"5559","Saima kanal","vattenmassa","Finland","Södra Karelen","","","",""," kanal i sydöstra Finland","","13538",""
"5560","Saimen","vattenmassa","Finland","Södra Karelen","","","","","sjö i sydöstra Finland","","12525",""
"6143","Ungern","land","Ungern","","","","","","under Edelfelts tid, sedan 1867, del av dubbelmonarkin Österrike-Ungern, med eget parlament","","14256;2834;3795",""
"6167","Odessa","stad","Ukraina","","","","","","","","11204;12210",""
"6168","Tonkin","","","","","","","","","","11269;11252",""
"6169","Nederländerna","land","Nederländerna","","","","","","Holland","","3775;3846;11310;1634;16031;16007;2471;2655;3125;3136;3629;16931;3718;3728;3747;16937;4207;4388;4455;17992",""
"6170","Montmartre","stadsdel","Frankrike","","Paris","","48.887775","2.330262","stadsdel i Paris","","11319;11693;13081;2706;2722;2866;3063;3488;3545;3577;3778;3953;3972;4257;4284;5073;5075;5155;6044;6045",""
"6172","Pratolino","stad","Italien","Toscana","","","43.862507","11.300825","","","11339;11345;11383;11364;11407;11412;11432;11395",""
"6176","Island","land","Island","","","","","","","","17369;17972",""
"6187","Herat","stad","Afganistan","","","","","","","","11532",""
"6188","Pendjek","","","","","","","","","","11532",""
"6189","Toulouse","stad","Frankrike","","","","","","","","11586;11611;3972;4328",""
"6190","Marseille","stad","Frankrike","","","","","","","","11586;12113;12195;12222;12223;12314;12340;12353;12374;12375;12376;12377;12379;12383;13323;3259;4318;5427",""
"6196","Gråhara","","","","","","","","","","11628",""
"6197","Fyn","ö/halvö/udde","Danmark","","","","","","","","11660",""
"6198","Fontainebleau","kommun/socken","Frankrike","","","","","","ort en bit utanför Paris","","11667;11668;11642;14175;14176;14177;14178;14179;3444;3458;3972;4048;4076;4078;4082;4087;4099;17159;5612;5628;5967;5987",""
"6199","Bad Ems","stad","Tyskland","Rheinland-Pfalz","","","","","Bad Ems, kurort","","11702;12716",""
"6200","Hammars","tätort/by","Finland","","","","","","","","11709",""
"6201","Kalnäs","","","","","","","","","","11711",""
"6202","Quartier Latin","stadsdel","Frankrike","","Paris","Paris","48.851389","2.343226","stadsdel i Paris","","11788;11811;12765;11510;13100;13746;3063;3070;3401;3417;3688;3755;3848;3879;3886;4370;5528;5808;5812",""
"6203","Bulgarien","land","","","","","","","","","11827",""
"6204","Grez-sur-Loing","","","","","","","","","","11945",""
"6233","Alexandria","stad","Egypten","","","","31.198124","29.919867","","","11611",""
"6234","Bois de Boulogne","offentliga platser","Frankrike","","","Paris","48.862436","2.249162","park i Paris","","11615;12492;12798;12804;11368;13550;14052;14053;14148;16670;3517;3612;3816;4027;4194",""
"6240","Clichy","stadsdel","Frankrike","","","","","","stadsdel i Paris","","11621;3140;3153;16668;3750;3866;4324;5336;6023",""
"6243","Nevskij prospekt","offentliga platser","Ryssland","Leningrad oblast","Sankt Petersburg","","59.932768","30.347933","gata","","11721;2446;17282;17293",""
"6244","Neva","vattenmassa","Ryssland","","Sankt Petersburg","","","","flod","","11721;3322",""
"6245","Saint-Leu-d'Esserent","kommun/socken","Frankrike","","","","","","Kommun i departementet Oise i regionen Picardie i norra Frankrike","","12042",""
"6246","Chantilly","stad","Frankrike","","","","49.192836","2.468714","stad i departementet Oise i Picardie i norra Frankrike","","12041;12042;12624;12630",""
"6247","Chantilly","egendom","Frankrike","","","","49.192836","2.468714","Slott i Oise i regionen Picardie i norra frankrike, ägdes 1875–1897 av Henri av Orléans, hertig av Aumale","","12041;12042",""
"6248","Les Bouleaux","egendom","Frankrike","","","","49.342473","2.321203","Henri Amics château i Gouvieux i departementet Oise i Picardie i norra Frankrike","","12041;12042;12045;12568;12611;12615;12616;12624;12630;12036;14262",""
"6249","Nizjnij Novgorod","stad","Ryssland","","","","56.296361","43.936529","","","12062",""
"6250","Monaco","land","Monaco","","","","","","","","12112;12312;12362;12443;12459;13324",""
"6253","Faubourg Saint Germain","stadsdel","Frankrike","","Paris","","48.851907","2.304963","","","12183;16137",""
"6254","Menton","stad","Frankrike","","","","","","Mentone på italienska","","12229;12238;12249;12254;12392;12255;5754;5755;5777",""
"6255","Medelhavet","geografiskt område","","","","","","","","","12233;3185;17369",""
"6256","Beaulieu-sur-Mer","stad","Frankrike","","","","","","","","12249;12255;12283",""
"6257","Rivieran","geografiskt område","","","","","","","franska och italienska Medelhavskusten","","12250;12249;12271;12272;12275;12273;12290;12315;12495;12124;12148;12195;12219;12373;13322",""
"6259","Sankt Gotthard","geografiskt område","Schweiz","","","","","","","","12287",""
"6260","San Remo","stad","Italien","","","","","","","","12326;13324",""
"6261","Bordighera","stad","Italien","","","","43.780662","7.672398","","","12326;13319",""
"6263","Pisa","stad","Italien","","","","","","","","12346;4886",""
"6264","Ajaccio","stad","Frankrike","","","","41.919208","8.738548","på Korsika","","12351;12352;12353;12383;12384;12385",""
"6265","Villa Pallavicini","egendom","Italien","","Genua","","44.430329","8.817011","utanför Genua","","12355",""
"6266","Palazzo Doria","byggnad","Italien","","Genua","","44.405674","8.946107","stadspalats i Genua","","12356;12358",""
"6267","Villa Gropallo","egendom","Italien","","Genua","","44.405674","8.946107","utanför Genua","","12359;12343",""
"6268","Palazzo Brignole Sale","byggnad","Italien","","Genua","","44.405674","8.946107","i Genua, donerades 1874 av Maria Brignole Sale, hertiginnan av Galliera, till staden Genua","","12329;12331;12358",""
"6269","Palazzo Balbi","byggnad","Italien","","Genua","","44.414613","8.927368","även Palazzo reale, i Genua","","12329;12334;12358",""
"6270","Palazzo Durrazzo-Palavicini","byggnad","Italien","","Genua","","44.413912","8.928065","i Genua","","12329;12330;12333;12358",""
"6271","Monaco-ville","förvaltningsområde","Monaco","","","","43.731291","7.423724","le Rocher, Klippan","","12362;12312",""
"6276","Le Havre","stad","Frankrike","","","","","","","","12622",""
"6277","Tuilerieträdgården","offentliga platser","Frankrike","","","","48.863510","2.327515","Le Jardin des Tuileries, park i Paris","","12647;13459;3045;3094;3103;3844;4122;4118;4848",""
"6278","Lissabon","stad","Portugal","","","","","","","","12694",""
"6279","Longchamps","offentliga platser","Frankrike","","","Paris","48.858096","2.232743","kapplöpningsbana i Bolognerskogen, Bois de Bologne; L'hippodrome de Longchamp ","","12705;4241",""
"6280","Nürnberg","stad","Tyskland","Bayern","","","","","","","12716;4145;4912;17359;4922;4924",""
"6281","Mariefors gård","egendom","Finland","Nyland","Tusby","Tusby","60.549996","25.099991","Gård i Mäntsälä och Tusby socknar; åren 1883–1884 uppförde Konni Zilliacus där en huvudbyggnad, ritad av Sebastian Gripenberg","","12722",""
"6282","Vichy","stad","Frankrike","","","","","","","","12740",""
"6283","Luxembourgträdgården","offentliga platser","Frankrike","","","","48.846197","2.337171","Jardin du Luxembourg, park i Paris","","12755;12757;12758;11569;12421;12430;12624;12700;12701;13530;13598;3446;3452;3869;4110;5597;5623;5890",""
"6284","Le Tréport","stad","Frankrike","","","","","","vid kusten i Normandie","","12771;4451",""
"6285","Gent","stad","Belgien","","","","","","","","12788;2410;2672;2738;2877;16280;3841",""
"6286","Nantes","stad","Frankrike","","","","","","","","12788",""
"6287","Tivoli","offentliga platser","Danmark","Region Hovedstaden","Köpenhamn","","55.673687","12.568158","nöjespark i Köpenhamn","","12802;2283",""
"6288","Krim","geografiskt område","","","","","","","halvö på Svarta havets norra kust, hörde till ryska kejsardömet 1777–1917","","12810;4476",""
"6290","Granville","stad","Frankrike","","","","","","stad och badort vid kusten i Basse-Normandie","","12819;4189",""
"6292","Storbritannien","land","Storbritannien","","","","","","","","11252;11330;11394;11418;11532;2500",""
"6293","Villa Edelfelt","egendom","Finland","Östra Nyland","Borgå landskommun","Borgå","","","Villa på Haiko gårds mark.","","13205;14265",""
"6296","Pavlovsk","egendom","Ryssland","","","","","","Kejserliga palatset Pavlovsk utanför S:t Petersburg, uppfört av Paul I","","16115",""
"6297","Mojka","geografiskt område","Ryssland","","","","","","Floden Mojka som flyter genom S:t Petersburg","","16114",""
"6298","Peterhof","egendom","Ryssland","","","","","","kejserligt palats uppfört av Peter den store utanför S:t Petersburg","","16126",""
"6299","Lappland","geografiskt område","Finland","","","","","","","","12858",""
"6300","Zwinger","byggnad","Tyskland","Sachsen","Dresden","Dresden","","","palats i Dresden som uppfördes för August den starke 1710–1728","","12864;4925",""
"6301","Zerbst","stad","Tyskland","Sachsen-Anhalt","","","","","","","12865",""
"6302","Magdeburg","stad","Tyskland","Sachsen-Anhalt","","","","","","","12865",""
"6303","Halle","stad","Tyskland","Sachsen-Anhalt","","","","","Halle an der Saale","","12868",""
"6306","Bordeaux","stad","Frankrike","","","","","","hamnstad i sydvästra Frankrike, i regionen Aquitaine.","","13020;13515",""
"6308","Compiègne","stad","Frankrike","","","","","","","","11328",""
"6310","Ville-d'Avray ","stadsdel","Frankrike","","Paris","Paris","","","Kommun i västra Paris förorter.","","11362;3520;17154;4162",""
"6312","Montmorency","stad","Frankrike","","","","","","I departementet Val-d'Oise norr om Paris","","11362;5764",""
"6314","Palais de Trocadéro","byggnad","Frankrike","","","","","","Byggnad som uppfördes vid torget Place de Trocadéro inför världsutställningen 1878, revs inför veärldsutställningen 1937 och ersattes av palais de Chaillot.","","11465",""
